Relatório de anúncios
1 de agosto de 2026 - 31 de agosto de 2026
Status do anúncio,URL final,URLs de beacon,Título,Título longo,Título longo 1,Título longo 2,Título longo 3,Título longo 4,Título longo 5,Título 1,Posição do título 1,Título 2,Posição do título 2,Título 3,Posição do título 3,Título 4,Posição do título 4,Título 5,Posição do título 5,Título 6,Posição do título 6,Título 7,Posição do título 7,Título 8,Posição do título 8,Título 9,Posição do título 9,Título 10,Posição do título 10,Título 11,Posição do título 11,Título 12,Posição do título 12,Título 13,Posição do título 13,Título 14,Posição do título 14,Título 15,Posição do título 15,Descrição 1,Posição da descrição 1,Descrição 2,Posição da descrição 2,Descrição 3,Posição da descrição 3,Descrição 4,Posição da descrição 4,Descrição 5,ID da imagem,Código da imagem quadrada,Código da imagem em formato de retrato,Código do logotipo,Código do logotipo no formato paisagem,Nome da empresa,ID da imagem da Rede de Display,Vídeo,Texto de call-to-action,Texto de call-to-action 1,Texto de call-to-action 2,Texto de call-to-action 3,Texto de call-to-action 4,Texto de call-to-action 5,Título da call-to-action,ID do vídeo,Banner complementar,Cor de destaque,Cor principal,Permitir cores flexíveis,Preferência de formato de anúncio,Texto da promoção,Prefixo do preço,Ativar melhorias de recursos,Ativar vídeos gerados automaticamente,Nome do anúncio,ad.device_preference,ad.display_url,Caminho 1,Caminho 2,URL final para dispositivos móveis,Modelo de rastreamento,Sufixo do URL final,Parâmetro personalizado,Campanha,Grupo de anúncios,Status,Motivos do status,Tipo de anúncio,Qualidade do anúncio,Melhorias na qualidade do anúncio,Código da moeda,CPM médio,Impr.,Interações,Taxa de interação,Custo médio,Custo,Conv. (comparável entre plataformas),Custo / conv. (comparável entre plataformas),Valor da conv. / custo (comparável entre plataformas),Taxa de conv.,Conversões,Custo / conv.
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 1 - Programática - 320x100.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=leilao&utm_term=leilao, --, --, --, --, --, --, --, --,Copart Leilões, --,Compre Motos na Copart Online, --,Cadastre-se Agora, --,Compre Veículos em Leilão, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe do leilão de motos online da Copart Brasil e aproveite as melhores ofertas, --,Leilão de motos online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,"Oferecemos um amplo catálogo de veículos usados, recuperáveis e irrecuperáveis", --,Ofertas imperdíveis de veículos no leilão Copart!,212909814111,212909816220,212910547347,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 05, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--;--,BRL,"17,88",2.721,208,"7,64%","0,23","48,64","14,00","3,47","0,29","0,00%","0,00","0,00"
Ativado,http://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-04-MR1&utm_term=lp-institucional, --, --, --,Venda Seu Carro Com Segurança e Sem Complicação Com A Copart Brasil. Saiba Mais Aqui,Anuncie e Venda Seu Carro Online Hoje Mesmo. Atendemos Em Todo O Brasil. Confira já.,Compra e Venda De Diversos Tipos De Veículos. Conheça Mais Em Nosso Site.,Participe De Leilões Online E Garanta Já Seu Novo Carro. Entre Agora Mesmo,Encontre O Comprador Ideal Para Seu Carro. Anuncie Seu Veículo Novo Ou Usado.,Venda Seu Carro Hoje, --,Seu Novo Carro Te Espera Aqui, --,Leilões De Carros Online, --,Compre Seu Carro Na Copart, --,Garanta Seu Novo Veículo Já, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora., --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato., --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart., --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje., --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo., --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0, --,Saiba Mais,Ver Mais,Comprar Já,Leiloar Já,Veja Mais, --,92052901664, --, --, --, --, --, --, --, --, --,02 - [VMC] | INSTITUCIONAL, --, --, --, --,, --, --,,⭐ 03.04 - [CONTÍNUO] | [YT] | CONV | LEADS | LP INSTITUCIONAL | 23/05/24 - SEM DATA,01 - Vídeo,Não qualificado,reprovado; campanha removida,Anúncio responsivo em vídeo, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=dm-leilao, --, --, --, --, --, --, --, --,Copart Leilões, --,Compre Carros na Copart Online, --,Cadastre-se Agora, --,Compre Veículos em Leilão, --,Leilão Online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Participe do leilão de carros online da Copart Brasil e aproveite as melhores ofertas, --,Leilão de carros online da Copart: encontre veículos com preços incríveis, --,"Faça seu cadastro e participe de leilões online ou adquira veículos pelo ""Compre Agora"".", --,"Oferecemos um amplo catálogo de veículos usados, recuperáveis e irrecuperáveis", --,Ofertas imperdíveis de veículos no leilão Copart!,212878662314,212878658282, --,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 02, --, --, --, --,, --, --,,LEILÃO | GERAÇÃO DE DEMANDA | RECONHECIMENTO | TOPO | LEILÃO | 12.03.25 +,INTERESSE,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-institucional, --, --, --, --, --, --, --, --,Leilões em todo o Brasil, --,Compra e venda em um só lugar, --, +70 leilões todo mês, --,Plataforma líder em leilões, --,Venda seu veículo com suporte, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Compre e venda veículos com segurança e transparência., --,"Na Copart Brasil, você pode dar lances em carros, caminhões e outros", --,"Lotes de bancos, seguradoras e financiamentos.", --,Já pensou em comprar veículo em leilão com segurança?, --,Mais de 70 leilões de veículos todos os meses no Brasil.,334183967558; 212878547612; 345097417601; 345097417613; 345097409795,212878637627; 345097409792; 345097417382; 345189467218; 345189467248,345097409810; 345097409813; 345239675952,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 01, --, --, --, --,, --, --,,INSTITUCIONAL | DMG | LEADS | MEIO | INSTITUCIONAL | 23.02.26 @,INSTITUCIONAL,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Boa, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=demand-gen, --, --, --, --, --, --, --, --,Compre e Venda na Copart, --,Leilōes de Veículos Copart Brasil, --,Carros à Venda, --,Encontre Veículos na Copart, --,Vender Carro Rápido e Fácil na Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Venda seu carro de forma rápida e segura na Copart. Aproveite agora!, --,Compre veículos usados com preços incríveis na Copart. Participe do leilão!, --,Aproveite as ofertas da Copart. Compre seu próximo carro com preços acessíveis!, --,Participe da Copart e venda ou compre veículos com toda a segurança., --,Faça Seu Cadastro e Fique Ligado nos Leilões. Compre e Venda Sem Sair de Casa,146517389030; 142856293811; 142856298503; 142862839627; 173178370330; 173172225027; 173185383961; 146567587725,142856315201; 142905673035; 173178405952; 142905678624; 142905678822; 173143745423; 173185383964; 146567568162,173143784474; 173178395062; 173178393316; 173185382722,19956692106, --,Copart Brasil, --, --,Visite Site, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Anúncio 1, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONSID | TRÁF. SITE | KW: INSTITUCIONAL | 25/09/24 - SEM DATA,Grupo de anúncios 1,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/Content/br/pt-BR/how-to-sell/for-individual.html?cid=ppc_vmc_ads, --, --, --, --, --, --, --, --,Venda seu carro com a Copart, --,Venda seu veículo, --,Acesse o site, --,COPART BRASIL, --,Acompanhe sua venda online, --,Venda seu carro online, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Com a Copart ficou mais fácil vender o seu veículo de forma rápida, fácil e segura!", --,São mais de 8.000 lotes leiloados mensalmente., --,Acompanhe sua venda online!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VendaMeuCarro, --,, --, --,,[AGX] [venda meu carro],GA Venda meu carro,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Na média,Adicione mais títulos para aumentar suas chances de ter uma performance melhor;Inclua mais palavras-chave nos seus títulos;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=dm_venda-direta-rmkt, --, --, --, --, --, --, --, --,Venda Seu Veículo Com Segurança, --,Anuncie Seu Veículo Com Confiança, --,Venda Seu Veículo Sem Complicação, --,Venda Seu Carro com a Copart, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,"Venda seu veículo com segurança e transparência, com apoio especializado em todo processo", --,Você define o valor do anúncio e decide quando fechar negócio com tranquilidade., --,Plataforma estruturada para anunciar seu veículo e alcançar compradores em todo o Brasil, --,Processo simples para vender seu veículo com acompanhamento do início ao fim, --,Anuncie seu veículo com confiança e receba propostas de forma segura,345079494656; 345079625042; 345171891745; 345221925537,345079613444; 345079613453; 345171965545,345079625057; 345171871672; 345079632995,19956692106; 142905672882; 142905678690; 250487419729, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD 02, --, --, --, --,, --, --,,VENDA DIRETA | GERAÇÃO DE DEMANDA | LEADS | REMARKETING | COMPRA E VENDA | 09.02.26 %,VENDA,Pausado,pausado,Anúncio de geração de demanda gráfico,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?intcmp=web_footer_sellforindividuals_pt-br, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,https://www.youtube.com/watch?v=8VIHsYmFWO0,Saiba mais, --, --, --, --, --,Venda Meu Carro,92052901664, --, --, --, --, --, --, --, --, --,video-alcance-vmc-2023, --,www.copart.com.br/venda-meu-carro, --, --,, --, --,,[AGX] [VMC] [Vídeo] [Tráfego],Alcance eficiente de vídeo: 2023-07-14,Não qualificado,reprovado; campanha finalizada; campanha pausada,Anúncio in-stream pulável, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/Content/br/pt-BR/buy-it-now?utm_source=google&utm_medium=cpc&utm_campaign=trafego&utm_term=compra, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial,1,Compre Agora - Veículos, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Veículos Avaliados, --,Compre Veículos na Copart, --,Veículos de Procedencia, --,Compra Com Transparência, --,Confiança e Segurança, --,Veículos Sem Crivo de Leilão, --, --, --, --, --, --, --, --, --,"A experiência Copart em uma nova forma de comprar, confira veículos sem crivo de leilão.", --,A plataforma Copart conecta compradores e vendedores com segurança e rapidez., --,"Encontre veículos sem histórico de leilão ou sinistros, avaliados pela nossa equipe.", --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,VENDA DIRETA,Não qualificado,grupo de anúncios pausado,Anúncio responsivo de pesquisa,Na média,Inclua mais palavras-chave nos seus títulos;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=institucional-site, --, --, --, --, --, --, --, --,Copart Brasil, --,Copart Leilões Online, --,Leilão De Veículos Copart, --,Compre Carros Online Fácil, --,Encontre Carros Online Já, --,Compre Carros Sem Sair De Casa, --,Seu Carro Em Poucos Cliques, --,Encontre O Seu Carro Perfeito, --,Atendemos Em {LOCATION(City):Todo O Brasil}, --,Seu Novo Carro Aqui Na Copart, --,Vendas de Carros Online, --,Leilão De Carros Com Segurança, --,Carros Usados Em Leilão, --,Ofertas De Carros Em Leilão, --,Encontre Seu Carro Perfeito, --,Compre Carros Online Com Segurança E Facilidade. Encontre O Seu Agora Mesmo!, --,Carros De Qualidade Com Preços Acessíveis. Compre Seu Próximo Carro Online Com A Copart!, --,"Uma Nova Maneira De Comprar Carros. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,"Descubra Uma Nova Maneira De Comprar Novos Carros. Fácil, Seguro e Online. Confira hoje!", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,INSTITUCIONAL | PESQUISA | LEADS | MEIO | INSTITUCIONAL | 23.05.24 |,01 - Institucional Copart,Pausado,pausado; campanha pausada,Anúncio responsivo de pesquisa,Pendente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-01-MR1-leilao&utm_term=lp-institucional-leilao, --, --, --, --, --, --, --, --,Compre Carros Em Leilão, --,Carros Baratos No Leilão, --,Leilões De Carros Online, --,Ofertas de Carros Em Leilão, --,Leilão de Veículos Online, --,Carros Usados em Leilão {LOCATION(City):SP}, --,Site de Leilão de Carros, --,Veja As Oportunidades Aqui, --,Leilão de Carros Acessíveis, --,Melhores Preços em Leilão, --,Seu Novo Carro Te Espera Aqui, --,Compre Carro em Leilão Online, --,Leilão De Carro Em {LOCATION(City):Todo Brasil}, --,Seu Carro A Venda No Leilão, --,Arremate Seu Carro Hoje, --,Compre Carros Em Leilão Online. Veja Os Preços Imperdíveis E Variedade De Opções!, --,Leilão De Carros Online Com As Melhores Ofertas {LOCATION(City):Todo O Brasil}. Confira Hoje Mesmo!, --,Leilão De Carros Online. Economize E Garanta Seu Novo Carro Com Segurança!, --,Arremate Carros Usados e Seminovos Em Nosso Leilão. Entre e Participe Agora, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,03.01 - [CONTÍNUO] | [P] | CONV | LEADS | KW: LEILÃO | 23/05/24 - SEM DATA,01 - Frase,Não qualificado,campanha pausada,Anúncio responsivo de pesquisa,Excelente,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=institucional&utm_term=institucional, --, --, --, --, --, --, --, --,Copart Brasil,1,Compre e Venda Veículos Online, --,Leilão De Veículos Copart, --,Compre Veículos Online, --,Encontre Veículos Online, --,"Compre, Venda e Anuncie", --,Ecossistema Completo da Copart, --,Tudo Em Um Só Lugar, --,13 anos no Brasil, --,Seu Novo Veículo Está Aqui, --,Transparencia e Tecnologia, --,Compra e Venda Nível Nacional, --,Confira Ofertas De Veículos, --, +10.000 veículos para oferta, --, --, --,Nossa plataforma conecta compradores e vendedores ao redor do mundo inteiro. Confira, --,"Ecossistema completo para comprar, vender ou anunciar veículos com transparência.", --,"Uma Nova Maneira De Negociar Veículos. Fácil, Seguro e Online. Atendemos Em {LOCATION(City):Todo O Brasil}", --,Negocie Veiículos Online Com As Melhores Ofertas. Veículos Novos E Usados. Confira hoje!, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,INSTITUCIONAL,Qualificado,,Anúncio responsivo de pesquisa,Na média,Inclua mais palavras-chave nos seus títulos;Inclua mais palavras-chave nas suas descrições;Adicione mais alguns títulos exclusivos ou libere alguns recursos;Adicione mais 1 sitelink ao seu anúncio,BRL,"15,01",23.641,12.882,"54,49%","0,03","354,81","0,00",0,"0,00","0,30%","39,24","9,04"
Ativado,https://www.copart.com.br/doRegistration/?utm_source=google&utm_medium=cpc&utm_campaign=pesquisa_leilao_institucional&utm_content=leilao&utm_term=leilao, --, --, --, --, --, --, --, --,Copart Brasil - Site Oficial, --,Leilões de Veículos Copart, --,"Leilões, Compra e Venda Online", --,Negocie Veículos Online, --,Encontre Veículos Online, --,Compre Veículos em Leilão, --,Leilões de Carros Online, --,Cadastro Copart, --,Leilões Toda Semana, --,Confira Nossos Leilões, --,Copart Brasil, --,Motos em Leilão, --,Carros em Leilão, --,Veiculos Retomados, --,Leilão de Apreendidos, --,Participe dos leilões Copart e encontre veículos com preços competitivos. Cadastre-se, --,Veículos disponíveis semanalmente em leilões 100% online e seguros. Dê Seu Lance, --,Dê seu lance e aproveite oportunidades em diversos modelos de veículos., --,Soluções online completas para compra e venda de veículos. Acesse agora., --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,, --, --,,LEILÃO | PESQUISA | CONVERSÃO | MEIO | LEILÃO INSTITUCIONAL | 25.09.24 +,LEILÃO,Qualificado,,Anúncio responsivo de pesquisa,Boa,Inclua mais palavras-chave nas suas descrições;Adicione mais 1 sitelink ao seu anúncio,BRL,"26,40",124.962,13.963,"11,17%","0,24","3298,62","0,00",0,"0,00","0,95%","132,74","24,85"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 2 - Programática - 300x250.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/sellForIndividuals/?utm_source=google&utm_medium=cpc&utm_campaign=display-vmc, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,VMC 2 - Programática - 320x480.jpg, --,copart.com.br, --, --,, --, --,,03.01 - [CONTÍNUO] | [DP] | CONV | LEADS | KW: VMC | 16/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio gráfico, --, --,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Pausado,https://lp.copart.com.br/venda-meu-carro?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda De Carro Rápido e Seguro, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,202723117501,202723089136; 202692447702,202672539473,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD4, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Pausado,pausado; campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Online Já, --,Anuncie Seu Carro Agora, --,Venda De Carro Rápido e Seguro, --,Copart Brasil, --,Venda Com Segurança Total, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Vender Seu Carro Online Com A Copart É Seguro E Fácil. Entre Agora Em Contato!, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --, --,202723117501,202723089136; 202692447702,202672539473,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD4 - URL Site Institucional, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Boa, --;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://copart.com.br/?utm_source=google&utm_medium=cpc&utm_campaign=dm-vmc, --, --, --, --, --, --, --, --,Venda Seu Carro Agora, --,Anuncie Seu Carro Agora, --,Cadastre e Venda Rápido, --,Copart Brasil, --,Precisa de dinheiro urgente?, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Encontre o Comprador Ideal para Seu Carro Com Segurança e Praticidade, --,Desapegue do carro com facilidade. Receba ofertas agora, --,Vender Seu Carro Ficou Mais fácil Do Que Nunca. Venda Seu Veículo Com Segurança Agora!, --,"Venda Seu Carro Usado Rápido e Sem Complicação. Simples, Ágil e Seguro", --,Marketplace seguro e com alta demanda. Cadastre e venda,229632172883, --,229631941757,19956692106, --,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,AD8 - URL Site Institucional, --, --, --, --,, --, --,,02.08 -  [CONTÍNUO] | [DG] | CONV | LEADS | KW: VMC  | 23/01/25 - SEM DATA,VMC,Não qualificado,campanha pausada,Anúncio de geração de demanda gráfico,Na média, --;--;--;--,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://lp.copart.com.br/contato_copart?utm_source=google&utm_medium=cpc&utm_campaign=03-02-MR1-leilao&utm_term=lp-institucional-leilao, --, --,Participe De Leilões Online e Garanta Já Seu Novo Carro. Entre Agora Mesmo, --, --, --, --, --,Leilão De Carros Online, --,Compra E Venda De Carros, --,Copart Leilões De Carro Online, --,Seu Novo Carro Te Espera Aqui, --,Leilão de Carros Acessíveis, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,As Melhores Oportunidades De Compra e Venda De Carros Aqui, --,"Participe Dos Leilões De Venda De Carros Da Copart, A Maior Plataforma De Venda De Veículo", --,"Com Um Processo Rápido, Seguro e Online, Você Pode Encontrar O Veículo Dos Seus Sonhos.", --,Venda De Carros. Descubra Os Leilões De Veículos Da Copart Que Estão Acontecendo Agora, --,Leilão De Carros Online Com As Melhores Ofertas. Carros Novos E Usados. Confira hoje.,142856293811; 142862839627,142905678822; 142905673035; 142905678624, --,142905678690; 142905672882,19956692109,Copart Brasil, --, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos os formatos, --, --,true,true, --, --, --, --, --,, --, --,,⭐03.02 - [CONTÍNUO] | [D] | CONV | LEADS | LEILÃO | 28/05/24 - SEM DATA,00 - Leilão,Não qualificado,campanha pausada,Anúncio responsivo de display,Boa,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
Ativado,https://www.copart.com.br/Content/br/pt-BR/buy-it-now?utm_source=google&utm_medium=cpc&utm_campaign=dm-salao, --, --,"Estaremos presente no maior evento automotivo, visite nosso stand e conheça os serviços", --, --, --, --, --,Visite Nosso Stand - C29, --,Conheça Nossos Serviços, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,Conectando compradores e vendedores ao redor do mundo., --,"De automóveis a caminhões, motocicletas e muito mais. Confira em Nosso Stand", --, --, --, --, --, --,312221337990; 312194882671; 312221143263,312194882704; 312194882830; 312194882854, --, --, --,COPART, --, --, --, --, --, --, --, --, --, --, --, --, --,true,Todos os formatos, --, --,true,true, --, --, --, --, --,, --, --,,GERAÇÃO DE DEMANDA | SALÃO DO AUTOMOVEL | 18/11/25 - 30/11/25 - VENDA DIRETA,COMPRAR,Não qualificado,campanha pausada,Anúncio responsivo de display,Na média,,BRL,0,0,0, --,0,"0,00","0,00",0,0,"0,00%","0,00","0,00"
